5320,3,1,2,65000
6040,3,1,1,69000
11410,2,1,2,73000
8400,3,1,2,75000
5300,4,2,1,75000
7800,3,2,2,132000
3520,3,1,2,60000
5360,3,1,2,65000
6862,3,1,2,69000
3520,3,1,1,51900
4050,2,1,2,57000
3520,3,1,1,65000
4400,4,1,2,79500
5720,2,1,2,72500
11440,4,1,2,104900
7482,3,2,3,114900
5500,4,2,2,120000
4320,3,1,2,58000
5400,2,1,2,67000
4320,3,1,1,67000
4815,2,1,1,69000
6100,3,1,1,73000
7980,3,1,1,73500
6050,3,1,1,74900
3800,3,1,2,75000
5400,5,1,2,79500
6000,3,2,4,120900
2398,3,1,1,44555
2145,3,1,2,47000
2145,3,1,2,47600
2145,3,1,3,49000
2610,3,1,2,49000
1950,3,2,2,49000
2145,3,1,3,49500
2275,3,1,3,52000
2856,3,1,3,54000
2015,3,1,2,55000
2176,2,1,2,55000
2145,4,2,1,56000
2145,3,1,3,60000
2787,3,1,1,60500
9500,3,1,2,50000
4990,4,2,2,64900
6670,3,1,3,93000
6254,4,2,1,85000
10360,2,1,1,61500
5500,3,2,1,88500
5450,4,2,1,88000
5500,3,1,3,89000
6000,4,1,3,89500
5700,3,1,1,95000
6600,2,2,4,95500
4000,2,1,1,51500
4880,3,1,1,62900
4880,4,2,2,118500
8050,2,1,1,42900
8100,2,1,1,44100
5880,3,1,1,47000
5880,2,1,1,50000
12944,3,1,1,50000
6020,3,1,1,53000
4050,2,1,1,53000
8400,2,1,1,54000
5600,2,1,1,58500
5985,3,1,1,59000
4500,3,1,1,60000
4920,3,1,2,62900
8250,3,1,1,64000
8400,4,1,4,65000
6440,2,1,1,67900
8100,4,1,4,68500
6720,3,1,1,70000
5948,3,1,2,70500
8150,3,2,1,71500
4800,2,1,1,71900
9800,4,2,2,75000
8520,3,1,1,75000
8372,3,1,3,87000
4040,3,1,2,64000
4646,3,1,2,70000
4775,4,1,2,47500
4950,4,1,2,62600
5010,3,1,2,66000
6060,2,1,1,58900
3584,2,1,1,53000
6000,3,2,3,95000
6000,4,2,4,96500
6240,4,2,2,101000
6000,3,2,2,102000
7680,4,2,4,103000
6000,4,2,4,105000
6000,4,2,4,108000
6000,4,2,4,110000
6000,4,2,4,113000
7475,3,2,4,120000
5150,3,2,4,105000
6325,3,1,4,106000
6000,3,2,4,107500
6000,3,2,3,108000
6000,3,1,4,113750
7000,3,1,4,120000
12900,3,1,1,70000
7686,3,1,1,71000
5000,3,1,3,82000
5800,3,2,4,82000
6000,3,2,4,82500
4800,3,1,3,83000
6500,3,2,3,84000
7320,4,2,2,85000
6525,3,2,4,85000
4800,3,2,4,91500
6000,3,2,4,94000
6000,3,2,4,103000
6000,3,2,2,105000
6000,3,1,2,105000
